navn,symbol,storkreds,kmeans,x,y,x_pca,y_pca,y2_pca
René Nord Hansen,C,Vestjyllands Storkreds,C,17.693642,3.4079936,4.209577791076528,0.619751185711432,-4.147561514506583
René Vilstrup-Bie,S,Sydjyllands Storkreds,S,-7.704122999999999,-5.809017,-1.7072114320323226,-2.417709778018563,-0.04834997243496165
René Christensen,O,Sjællands Storkreds,O,31.048454,-15.953005,5.709151774466568,-4.376632640280092,0.5106452998663569
René Jørgensen,O,Fyns Storkreds,O,33.038605,-10.401765,5.696937828860935,-3.665001700184479,3.4064990029862154
Renee Funder,D,Københavns Omegns Storkreds,D,38.003895,-0.6245543,6.947939335515546,1.515076415949909,3.7650344598629397
Reza Javid,Ø,Fyns Storkreds,Ø,-38.030632000000004,-8.631822,-7.396762287047562,0.9045312213375382,3.2701382394877467
Richardt Graakjær Bostrup Møller,O,Vestjyllands Storkreds,O,25.870523000000002,-16.157564,5.190169993020912,-5.042770737516588,2.3786456043670894
Rikke Mortensen,B,Nordsjællands Storkreds,Å,-28.935333,11.285169,-6.23033491097805,1.3607257522348282,-1.8414040445802569
Rikke Lauritsen,F,Københavns Storkreds,F,-25.657227,-4.852639,-7.22319052133187,0.12319402726963577,0.24066357637501243
Rikke-Marie Jørgensen,B,Nordjyllands Storkreds,B,-22.22857,9.516894,-5.34821016075129,4.268988478724903,-1.6181637379258813
Robert Thomsen,K,Nordjyllands Storkreds,B,-16.936007999999998,13.146859,-0.8602187173580165,1.5542147416620407,-1.1155749065944347
Robert Dam,D,Bornholms Storkreds,O,35.173590000000004,-6.944010700000001,4.653723959076433,-0.9094498133060713,2.4830716213321598
Rolf  Bjerre,Å,Københavns Storkreds,B,-20.45872,10.337328,-4.264650993535733,4.061451416685304,0.3733953965598418
Rolf David Gøtze,E,Fyns Storkreds,O,19.75681,-9.779053999999999,3.1688866804898495,-1.69003732250753,2.8839699646354147
Rosa Lund,Ø,Københavns Storkreds,F,-32.39989,-10.026719,-7.258946985586142,0.8816422381981417,1.3657034612435546
Roya Moore,C,Fyns Storkreds,C,19.80193,2.0523283,6.600038371373278,0.9622185062082926,-3.358623063287335
Ruben Kidde,B,Københavns Storkreds,B,-22.303276,9.6464815,-5.3805786790497985,3.452914572929136,-1.4902766930179538
Rune Christiansen,B,Sydjyllands Storkreds,B,-19.600357000000002,6.853346000000001,-5.593914707794592,1.4090417958939598,-0.7326003330669613
Rune Scharff Andreasen,B,Københavns Storkreds,B,-22.234928,7.533529,-3.659986498874678,2.368318648513165,-0.2956022481284543
Rune Lund,Ø,Københavns Storkreds,Ø,-35.956707,-11.292112,-6.823836229254601,0.6948358667098107,2.858904624980141
Rune Frøsig Osmundsen,E,Nordjyllands Storkreds,B,-19.423923000000002,-11.360808,0.47157187415047314,0.7134498800591177,1.6447859519743362
Rune Leth Svenninggaard,I,Vestjyllands Storkreds,I,30.481965999999996,16.190186999999998,6.419133611274659,7.0802414712710595,0.5879117837491319
Rune Ranaivo Bjerremand,Å,Sydjyllands Storkreds,Å,-31.597741999999997,5.986805400000001,-5.266360357262659,-0.8745431941020014,0.3398374082519833
Sabine Nicoline Lyngberg,O,Bornholms Storkreds,O,31.583109999999998,-8.112501,3.801617281342554,-2.319994465147728,3.631980096502958
Samira Nawa,B,Københavns Storkreds,B,-20.430483,8.835500999999999,-6.40637190679749,2.5532790261365323,-1.456413927762968
Sandra Folmand,V,Bornholms Storkreds,V,20.268524,-0.61793864,5.390884705017907,0.4362913807600442,-1.9352945288920238
Sara Sejergaard,K,Københavns Omegns Storkreds,K,-10.911482000000001,8.725615,-2.0184786535555954,0.5356536227799057,-2.977177854042633
Sarah Nørris,Ø,Sydjyllands Storkreds,Ø,-34.895206,-7.0488214000000005,-7.563818703058967,0.0872848029245966,3.720994391412329
Sascha  Faxe,Å,Sjællands Storkreds,Å,-28.812025,8.212695,-7.100485632598788,1.7561689728723973,-0.934934574426479
Sebastian Mylsted-Schenstrøm,V,Sjællands Storkreds,V,26.123281,7.3376850000000005,5.796586716876435,0.7301711813604557,-1.079685498976684
Sejer Folke,Ø,Sjællands Storkreds,Ø,-37.546043,-4.3681307,-7.404917117150526,0.7458164209511351,3.867888232925506
Serdal Benli,F,Københavns Omegns Storkreds,F,-26.379016999999997,-1.9002682,-7.304439045774225,-0.47055286198278357,0.18938858608158782
Shahzad  Riaz,Å,Københavns Storkreds,B,-24.418919,14.726951999999999,-2.57769366011502,1.4683856668095432,-3.093010089176621
Signe Munk,F,Vestjyllands Storkreds,F,-25.322311,-7.061567999999999,-7.16691274961655,-2.512904525761864,0.8169177246528857
Sikandar Siddique,Å,Københavns Omegns Storkreds,Å,-29.223947999999996,2.449414,-7.238675886029027,1.2947308291287534,-0.27655355612334526
Simon  Leed Krøs,Å,Nordjyllands Storkreds,Å,-25.17594,3.548778,-5.412145368684588,1.9672340608605838,0.009956807464315298
Simon Ødegaard Simonsen,V,Østjyllands Storkreds,V,25.991498999999997,-0.58610696,4.654848173423014,-1.3368300330935228,-1.5400923356841083
Simon Kollerup,S,Nordjyllands Storkreds,S,-8.903033,-9.661548,-1.3502770506871091,-5.263846629244958,-1.4168408560933887
Simon Simonsen,S,Københavns Storkreds,S,-8.546467999999999,-3.3099617999999995,0.46101956375065795,-2.5469221434602076,1.7565626758851989
Simon Pihl Sørensen,S,Københavns Omegns Storkreds,F,-24.011879,-4.489333,-7.018207547151913,-0.42147948421312176,0.3250907077325198
Simon Skals,K,Vestjyllands Storkreds,K,-7.327599,3.5389903,-1.5608261997489694,-1.0270882988417385,-2.0936359677182144
Simon Overby Kristensen,K,Østjyllands Storkreds,K,-6.766841,8.014726,-1.0943133310441318,-1.845948943417189,-1.3427391341675416
Simon Emil Ammitzbøll-Bille,I,Københavns Storkreds,I,31.02003,15.322220000000002,6.26044056616631,6.736779732915913,0.26422384981661945
Sine Rahbek,I,Vestjyllands Storkreds,I,32.348797,17.575982999999997,6.335210822293128,7.750385281006821,1.0475465700657194
Sine Heltberg,S,Københavns Storkreds,S,-10.699314,-5.1735253,-2.854221509961398,-4.096958908701757,-2.612345485852816
Sinem Demir,Ø,Nordjyllands Storkreds,Ø,-37.711998,-6.76731,-8.00965869862679,0.9785059629952615,3.3499888767548893
Sofie Groth,Å,Københavns Omegns Storkreds,Å,-29.524267,7.1966524000000005,-7.603714971327361,0.8495595502253062,0.01915868957612753
Sofie Carsten Nielsen,B,Københavns Omegns Storkreds,B,-17.66829,7.839139500000001,-5.618897037483351,2.0362881627396567,-1.719269040502143
Sophie Løhde,V,Nordsjællands Storkreds,V,14.892589000000001,-2.540149,4.2267584045177475,-2.0066342262228023,-2.5905313094226914
Steen Thomsen,O,Østjyllands Storkreds,O,32.015343,-14.658928,6.713487006595104,-2.6178105459056913,2.4196743070348554
Steen Holm Iversen,I,Sydjyllands Storkreds,I,31.480690000000003,18.577457,6.132319837812116,6.1629092792087246,0.4527016777588401
Stefan  Struck Kronborg,Å,Sydjyllands Storkreds,B,-18.866598,13.570371,-3.31787317254287,-0.09759926386160088,-1.3304465769235478
Steffen Larsen,I,Københavns Omegns Storkreds,I,33.4445,16.330811999999998,7.37276466593172,5.831898290441399,2.4838412333466815
Steffen Sjørslev,I,Nordsjællands Storkreds,I,31.405866999999997,16.607498,6.580796801441669,7.779384333280729,1.0458173039560115
Steffen Troldtoft,I,Vestjyllands Storkreds,I,31.342290000000002,15.024025,7.342402322598465,6.3629903132047785,0.7862454394485398
Steffen Graff Daugaard,O,Østjyllands Storkreds,O,25.5305,-9.120766,5.2457426698434,-3.785797532017227,1.2522786622562343
Steffen Mølgaard,C,Københavns Omegns Storkreds,C,16.478598,3.7790877999999997,5.076833327962147,-0.39694268480558287,-4.020647677932202
Sten Knuth,V,Sjællands Storkreds,V,25.045181,-2.4539353999999998,5.722083318079145,2.224923568479249,-1.56634122199956
Stig Grenov,K,Københavns Storkreds,K,-5.5636220000000005,8.817155,-1.6455929385462602,-1.1680193158958363,-3.644692984910766
Stine  Isaksen,Å,Vestjyllands Storkreds,Å,-25.968407,5.8311124,-6.909360924414614,0.794871088413364,-0.3546645068883805
Stine Pilt Olsen,C,Sjællands Storkreds,C,17.088808,2.0460114,5.508448006798878,0.13941410413122085,-2.987550517338304
Stine Helles,Å,Fyns Storkreds,Å,-24.528828,6.125077,-6.4056615518380555,0.5628978663874072,-0.4259965974660354
Stine Rahbek Pedersen,Ø,Københavns Omegns Storkreds,Å,-35.457397,4.0800743,-4.278123801297958,0.11023747712119907,0.9764379026735586
Stinus Lindgreen,B,Københavns Omegns Storkreds,B,-30.281475,13.006733,-6.089777657977934,2.981682341063485,-0.7934648475358749
Susan Kronborg,B,Østjyllands Storkreds,S,-19.128726999999998,-8.392593,-2.2066017938922733,-1.7201807117933774,-1.994828532352771
Susan  Kjeldgaard,Å,Nordsjællands Storkreds,Å,-25.784029,12.814321000000001,-3.8925985192759023,-0.5373442217525682,-0.8775390453736174
Susanne Wad Leth,B,Københavns Omegns Storkreds,B,-19.206995000000003,9.736749,-4.477574951725469,2.8152845513608042,-1.61259365471572
Susanne Damsgaard,O,Københavns Storkreds,O,25.585882,-13.557248000000001,4.873416334995493,-2.0829338042229955,3.1314014960138974
Susanne Eilersen,O,Sydjyllands Storkreds,O,31.152991999999998,-10.686736,6.334086858363815,-3.8844813861151186,2.120821671653144
Susanne Dyreborg,O,Sydjyllands Storkreds,O,29.318026,-15.11636,6.220413845467043,-4.880869831225586,1.2981681030311076
Susanne Flydtkjær,Ø,Nordjyllands Storkreds,Ø,-34.785877,-5.9404535,-7.2024327643976855,1.0043126220394811,2.5355738273793853
Susanne  Zimmer,Å,Nordjyllands Storkreds,Å,-29.564775,2.2911314999999997,-7.55448626909925,0.9087300884241242,-0.2167990903660913
Sven-Erik Jørgensen,K,Østjyllands Storkreds,K,-2.4001898999999995,8.654753999999999,2.979774134220788,-0.6568661006402914,-3.628904162017741
Søren Søfeldt,E,Nordsjællands Storkreds,C,-8.1336,-2.0388951,0.17205664221597564,-0.8776314879772812,-0.6560833962054037
Søren Lydeking Pedersen,K,Sydjyllands Storkreds,K,-7.5810184000000005,6.931363,-0.17963840472420145,-0.6158053219860743,-2.6624309630895473
Søren  Haastrup,Å,Sydjyllands Storkreds,B,-30.897647999999997,0.25495103,-6.336062803514154,1.33062551520137,0.03145687261407592
Søren Lodahl,I,Vestjyllands Storkreds,I,31.798040000000004,14.925441000000001,7.616867726511452,5.718511960241006,-0.2774117175474863
Søren Valgreen Knudsen,S,Nordjyllands Storkreds,B,-17.231041,6.680898700000001,-5.310745932306098,-0.6520485769895827,-1.5023049453261108
Søren Hald,O,Københavns Storkreds,O,25.059515,-14.142301000000002,5.75942947970383,-2.9098720085952716,2.5575405341445956
Søren Espersen,O,Sjællands Storkreds,O,27.817837,-10.534576,4.872255945639347,-4.398814949937534,1.1122090176690973
Søren Pape Poulsen,C,Vestjyllands Storkreds,C,15.343135,2.9521554,6.2273967033352315,-0.9103386574271803,-4.046353482736127
Søren Tylvad Andersen,C,Sydjyllands Storkreds,C,23.650188,-0.9034356,4.059009785182328,1.045721531294674,-2.8844083896638053
Søren Hillers,B,Fyns Storkreds,B,-21.45865,5.4724627,-6.263675532514506,1.3611891130591194,-1.1129518434195593
Søren Søndergaard,Ø,Københavns Omegns Storkreds,Ø,-34.690643,-1.5717475,-5.804185386866864,0.6497769292486282,2.3918380884750703
Søren Egge Rasmussen,Ø,Østjyllands Storkreds,Ø,-38.453392,-10.278309,-7.069523981948835,0.8643289793829473,2.5849164918153003
Søren Bo Pedersen,B,Østjyllands Storkreds,B,-20.992645,7.0868692,-5.886328301615256,2.275694607652189,-1.3960331494993874
Søren Peder Sørensen,I,Sydjyllands Storkreds,I,28.754922999999998,14.47299,5.915452638658456,3.722432991705853,0.2731026355652815
Tage Sørensen,K,Sjællands Storkreds,K,-7.278338400000001,8.0424185,-1.6042443380989093,-1.3537428589064224,1.8300698553690744
Tanja Larsson,S,Sjællands Storkreds,S,-11.7763815,-7.833427,-2.803965166683632,-3.87030931770515,-0.7976355291654494
Tatjana  Stenvad,Å,Vestjyllands Storkreds,Å,-33.33617,6.365503299999999,-5.214992729033941,-0.21632845015641738,0.10955149202806799
Theis Kylling Hommeltoft,S,Sydjyllands Storkreds,S,-18.904242,-0.10338241599999999,-3.047850289732998,-3.171907233080135,-1.6639409494943662
Theis Rubinke Sørensen,F,Østjyllands Storkreds,Å,-26.361867999999998,8.649039,-7.133783832625194,1.2863724082774777,-1.0605690387380509
Theresa Scavenius,Å,Nordsjællands Storkreds,B,-30.109013,10.678956,-6.3721493410896946,3.108564748661037,-1.2599057852527225
Theresa Berg Andersen,F,Nordjyllands Storkreds,F,-29.123034000000004,-7.7366447,-5.404757778874077,-1.5740036866633897,0.7531504728455543
Thomas  Holbech Anker,Å,Københavns Omegns Storkreds,Å,-32.811684,9.391923,-6.997459586706751,1.9477190031859182,-0.133570776574546
Thomas Bachmann,D,Vestjyllands Storkreds,D,41.45797,1.0239627,8.05334662270957,2.458351055186323,2.9659907934101795
Thomas Vesth,D,Sjællands Storkreds,D,42.681946,-3.7756217000000003,7.139909822749372,0.4237086914258128,3.4183406541847234
Thomas Maare,B,Københavns Storkreds,B,-14.655223999999999,7.468033999999999,-4.764651443433967,0.8074517392783646,-2.6147096155177922
Thomas Sloth,B,Vestjyllands Storkreds,K,-7.4695163,2.9297667,-1.3817389473640818,-0.5907421706551161,-1.8163372629755454
Thomas Jensen,S,Vestjyllands Storkreds,S,-6.748966,-10.685051,-0.8863222125641947,-5.682566742734638,-0.5488888112513575
Thomas Palmskov,O,Sjællands Storkreds,O,26.584658,-13.051692,5.38988854875,-3.6758406112754862,3.396434736162202
Thomas Thomsen,V,Nordjyllands Storkreds,C,21.937113,0.6829236999999999,4.567275534689081,2.2080339479510096,-1.4431675616286719
Thomas Bak,V,Nordsjællands Storkreds,V,26.767176,0.2628096,6.502786549542334,1.4993400132875967,-1.407449052225008
Thorkil Olesen,F,Nordjyllands Storkreds,F,-26.628881,-6.093744999999999,-6.809429477978256,-1.6504640824120678,-0.0932425960996323
Tina Hedegaard Pedersen,D,Vestjyllands Storkreds,D,41.301823,0.08582758,8.17922127517379,2.099603718727002,2.69585475362831
Tina  Brixen,Å,Sydjyllands Storkreds,Å,-27.560654,11.276913,-6.136764254360114,0.507053447535097,-1.8192118875831111
Tine  Busk,Å,Fyns Storkreds,Å,-28.291786,7.586877,-7.236426478002895,0.9674431361809506,-1.2005667071697208
Tobias Clausen,Ø,Københavns Omegns Storkreds,Ø,-33.89969,-8.9743,-5.7939737861343525,-0.7408417655348238,2.856020267760369
Tobias Jørgensen,V,Sydjyllands Storkreds,V,26.911781,3.0433986,7.831373672645425,1.2114668724862685,-2.346293012945807
Tom Block,S,Sjællands Storkreds,S,-8.009454,-9.702689,-1.806315368019501,-5.372746288665633,-1.2202356152135392
Tom Brøcher Jakobsen,B,Østjyllands Storkreds,B,-16.083271,9.886147,-3.7432562129216516,2.0367225031047322,-3.743249820736131
Tom Andkjær,D,Københavns Storkreds,D,41.08866,0.81430393,8.05334662270957,2.458351055186323,2.9659907934101795
Tom Gillesberg,UP,Københavns Storkreds,B,-23.831312,-8.861217,-2.6866924772156304,0.04042314792011748,1.226868727700246
Tommy Ahlers,V,Københavns Storkreds,V,15.566254,-1.8627266,6.0449082519607975,-2.061670237523177,-2.637262549805484
Tommy Degn,O,Nordjyllands Storkreds,O,26.957413,-12.942891,4.705930421111158,-5.760333960306023,2.1220042001147195
Tonny Voldby Pedersen,D,Sjællands Storkreds,D,39.749373999999996,-1.1248856000000003,7.783898132471035,1.333752202974084,2.839486007198064
Torben Overgaard,C,Nordjyllands Storkreds,C,20.168837,3.3160453000000003,5.891262132509362,0.7558729363964247,-4.025627654526341
Torben Christoffersen,E,Sydjyllands Storkreds,K,-11.848441000000001,-0.5040022,-0.1557819599718091,1.029155537263357,-0.9171702881404302
Torbjørn Fristed,O,Sydjyllands Storkreds,O,27.393995,-14.845877,5.649059269502154,-5.379224026723455,2.1623427294682616
Tormod Olsen,Ø,Nordsjællands Storkreds,Ø,-35.94574,-9.727905999999999,-7.328409779019264,0.6948612422233023,3.9743186794964473
Torsten Ringgaard,Ø,Nordjyllands Storkreds,Ø,-38.622017,-9.900313,-7.055590910711667,0.9924379456900436,2.7950034331491156
Torsten Schack Pedersen,V,Nordjyllands Storkreds,V,20.881676000000002,-2.9160755000000003,7.730960569177179,-0.5207187060923854,-2.32082384770858
Torsten  Gejl,Å,Østjyllands Storkreds,Å,-33.6635,7.097625999999999,-5.486780559370891,1.0822133358789676,-0.8765003779018822
Trine Bramsen,S,Fyns Storkreds,S,-12.963957,-6.322851999999999,-1.6422170490737298,-2.785789851756048,-1.620983722111131
Trine Torp,F,Nordsjællands Storkreds,F,-27.236390999999998,-0.9953719000000001,-7.464902815949467,0.21259041664070863,0.501726087369397
Troels Lund Poulsen,V,Østjyllands Storkreds,V,16.662598000000003,-3.2604158,5.82052590799398,-2.8338100696198154,-3.320896176536559
Troels Ravn,S,Sydjyllands Storkreds,S,-11.447196,-8.963105,-3.666055298876974,-2.931512699441854,-0.6673004458770736
Troels Jes Uldall Brandt,B,Sjællands Storkreds,B,-17.495607,11.063657000000001,-3.3200086122388566,1.031916370360054,-2.195928349444976
Uffe Elbæk,Å,Københavns Storkreds,Å,-27.714322999999997,8.447217,-7.239871865554007,2.4801931475937313,-0.9568482159657917
Ulla Kokfelt,D,Nordsjællands Storkreds,D,41.70912,-0.048859768,8.17922127517379,2.099603718727002,2.69585475362831
Ulla Tørnæs,V,Sydjyllands Storkreds,V,16.746292,-2.8101667999999997,6.3181264591121025,-2.6209403249045846,-3.2762356396947556
Ulla  Gram Larsen,Å,Nordjyllands Storkreds,Å,-33.58506,10.1117325,-5.065344348152004,2.663989175695069,-0.5900644720259123
Ulla  Munksgaard,Å,Sjællands Storkreds,Å,-27.766163,13.523074,-3.498812485765523,0.8253663448580862,-2.8912001281292445
Ulrik Hermann,D,Østjyllands Storkreds,D,38.801735,-1.20676,8.150400976099323,3.0599214566466597,3.4474521250436654
Verner Sand Kirk,S,Københavns Storkreds,S,-13.033558,-4.5947742,-4.7992161419134876,-2.1463631326616457,0.7258843843447056
Vibeke Grønbæk,B,Sjællands Storkreds,Å,-24.326204,8.749251,-5.9594613546303075,0.7902595618802246,-3.000973307746327
Vibeke Syppli Enrum,Ø,Fyns Storkreds,Ø,-37.15808,-4.637674,-7.621975655219353,1.0899671016613688,2.616178157898024
Victoria Risbjerg Velásquez,Ø,Fyns Storkreds,Ø,-34.911423,-9.8853,-6.95024638862537,0.610211367543639,2.2703303477497405
Victoria Kilpatrick,C,Østjyllands Storkreds,I,27.398146,16.462479000000002,3.680810564800807,5.047669592219313,-0.45546105110001694
Vivi Nør Jacobsen,F,Københavns Omegns Storkreds,F,-27.141191,-2.8820927000000003,-7.635700901826885,-0.05432657070799921,1.5903187579270401
Yildiz Akdogan,S,Københavns Storkreds,S,-16.482037,-5.062492,-4.601686207974963,-1.9300485765206876,-0.3764552644288505
Zenia Stampe,B,Sjællands Storkreds,B,-21.35686,7.273115600000001,-6.159916102651422,1.7783747861003123,-1.4561297056114786
Øjvind Vilsholm,Ø,Nordsjællands Storkreds,Ø,-35.42803,-9.101887,-6.872491748529218,0.3202616365646764,2.4321288813725856
